subject,item,condition,group,frequency_z,length,trial,RT,accuracy,neighbourhood,neighbourhood_z
S33,W013,unrelated,training,-0.1757199187168372,5,51,667,1,13,0.3252119138233306
S33,W014,related,training,-0.4670875917863192,7,66,641,1,10,-0.666960026654628
S33,W015,unrelated,training,0.6376366034140181,4,32,809,1,13,0.3252119138233306
S33,W016,related,training,0.4758777000006875,6,24,468,1,15,0.9866598741419697
S33,W017,unrelated,training,-1.1004086247447586,7,100,719,1,10,-0.666960026654628
S33,W018,related,training,-0.0732480440826994,5,27,457,1,11,-0.33623604649530847
S33,W019,unrelated,training,0.8377763169382735,5,45,769,1,17,1.6481078344606088
S33,W020,related,training,-0.10953246691453,6,62,451,1,13,0.3252119138233306
S33,W021,unrelated,training,0.1653741913649934,6,39,558,1,11,-0.33623604649530847
S33,W022,related,training,-1.5613246312784643,7,118,731,1,7,-1.6591319671325866
S33,W023,unrelated,training,1.5516882128257177,4,116,496,1,18,1.9788318146199282
S33,W024,related,training,0.6676736601563552,6,90,566,1,15,0.9866598741419697
S33,W025,unrelated,training,-1.1003524346233824,6,105,700,1,9,-0.9976840068139475
S33,W026,related,training,1.2547311434192785,5,4,805,1,15,0.9866598741419697
S33,W027,unrelated,training,0.2511535240099482,6,76,854,1,11,-0.33623604649530847
S33,W028,related,training,-0.4744448584528069,6,36,707,1,10,-0.666960026654628
S33,W029,unrelated,training,-0.034955592045138,6,44,624,1,11,-0.33623604649530847
S33,W030,related,training,-1.2168271291729122,6,49,489,0,9,-0.9976840068139475
S33,W031,unrelated,training,0.714619446660419,5,97,778,1,14,0.6559358939826502
S33,W032,related,training,-1.3165830605078477,6,107,646,1,10,-0.666960026654628
S33,W033,unrelated,training,-0.21523491523936,7,65,527,1,12,-0.005512066335988933
S33,W034,related,training,-0.8773992307693209,5,120,565,1,10,-0.666960026654628
S33,W035,unrelated,training,-0.5296422482991268,8,64,666,1,11,-0.33623604649530847
S33,W036,related,training,-0.1884520533183292,7,38,586,1,13,0.3252119138233306
S33,W037,unrelated,training,-1.1890454200315383,10,106,620,1,9,-0.9976840068139475
S33,W038,related,training,0.956289262928874,5,73,433,1,16,1.3173838543012892
S33,W039,unrelated,training,-1.409803501846958,9,23,551,1,9,-0.9976840068139475
S33,W040,related,training,0.0326171911239126,7,43,557,1,14,0.6559358939826502
S33,W041,unrelated,training,2.768124509357714,4,93,302,1,19,2.3095557947792478
S33,W042,related,training,-2.051321246725728,8,46,739,1,7,-1.6591319671325866
S33,W043,unrelated,training,-0.4642735130186097,7,47,543,1,12,-0.005512066335988933
S33,W044,related,training,-0.074692481078299,5,7,561,1,11,-0.33623604649530847
S33,W045,unrelated,training,-2.8603180515178988,8,85,824,1,2,-3.312751867929184
S33,W046,related,training,0.2765126725847232,6,13,387,1,13,0.3252119138233306
S33,W047,unrelated,training,0.0194756794538221,6,52,703,1,11,-0.33623604649530847
S33,W048,related,training,0.9901168140194688,6,31,447,1,13,0.3252119138233306
S33,W049,unrelated,training,1.4263582067643383,5,28,450,1,18,1.9788318146199282
S33,W050,related,training,0.2830487228263371,5,40,393,1,16,1.3173838543012892
S33,W051,unrelated,training,0.2912642538060146,5,82,657,1,11,-0.33623604649530847
S33,W052,related,training,0.2221144455622858,6,12,489,1,14,0.6559358939826502
S33,W053,unrelated,training,1.5099166560295276,5,110,469,1,13,0.3252119138233306
S33,W054,related,training,-0.4557117009268119,7,70,639,1,10,-0.666960026654628
S33,W055,unrelated,training,-0.8565905568902926,6,92,989,0,11,-0.33623604649530847
S33,W056,related,training,-1.5572563778362285,6,41,576,1,8,-1.328407986973267
S33,W057,unrelated,training,-0.9059093384605884,8,48,478,1,9,-0.9976840068139475
S33,W058,related,training,-1.6486942190789142,6,3,521,1,9,-0.9976840068139475
S33,W059,unrelated,training,-0.3001634484294758,6,25,478,1,12,-0.005512066335988933
S33,W060,related,training,-0.4724816193194414,5,42,464,1,12,-0.005512066335988933
S33,W061,unrelated,training,1.7395844656453046,5,29,548,1,19,2.3095557947792478
S33,W062,related,training,1.148113333746188,7,68,416,1,15,0.9866598741419697
S33,W063,unrelated,training,0.0350906934612753,6,88,525,1,15,0.9866598741419697
S33,W064,related,training,1.1068512013196057,4,86,500,1,14,0.6559358939826502
S33,W065,unrelated,training,-0.29377833954959,5,61,493,1,11,-0.33623604649530847
S33,W066,related,training,-0.8621267483079921,6,17,518,1,11,-0.33623604649530847
S33,W067,unrelated,training,-0.8004905870752745,5,102,781,1,9,-0.9976840068139475
S33,W068,related,training,-0.6822716459168946,6,9,571,1,11,-0.33623604649530847
S33,W069,unrelated,training,-2.306145484861042,8,15,880,1,6,-1.9898559472919062
S33,W070,related,training,-0.4692453518743268,6,6,547,1,10,-0.666960026654628
S33,W071,unrelated,training,-0.7186668647491127,7,75,448,1,13,0.3252119138233306
S33,W072,related,training,-1.8666945779672184,6,30,721,1,8,-1.328407986973267
S33,W073,unrelated,training,0.891632901440497,6,114,611,1,15,0.9866598741419697
S33,W074,related,training,0.0035851005184451,7,101,689,1,13,0.3252119138233306
S33,W075,unrelated,training,-0.8296935917886239,8,80,739,1,11,-0.33623604649530847
S33,W076,related,training,0.0063453267125901,6,8,506,1,11,-0.33623604649530847
S33,W077,unrelated,training,-1.3756874142011304,6,111,714,1,7,-1.6591319671325866
S33,W078,related,training,-1.493333612226836,10,1,731,1,8,-1.328407986973267
S33,W079,unrelated,training,0.1139469950564595,6,89,615,1,10,-0.666960026654628
S33,W080,related,training,0.4102184004835469,4,94,360,1,14,0.6559358939826502
S33,W081,unrelated,training,1.1191925348290213,6,54,478,1,17,1.6481078344606088
S33,W082,related,training,-0.0322703529262462,6,21,532,1,11,-0.33623604649530847
S33,W083,unrelated,training,0.1654914468887871,7,63,862,1,14,0.6559358939826502
S33,W084,related,training,0.8719147743400757,7,99,468,1,12,-0.005512066335988933
S33,W085,unrelated,training,-0.8790583874314196,7,87,448,1,13,0.3252119138233306
S33,W086,related,training,-0.7905740078936522,7,35,588,1,8,-1.328407986973267
S33,W087,unrelated,training,0.5846936512450975,6,119,408,1,12,-0.005512066335988933
S33,W088,related,training,-0.8247875085796271,5,103,477,1,9,-0.9976840068139475
S33,W089,unrelated,training,-1.4798537261722209,8,33,596,0,10,-0.666960026654628
S33,W090,related,training,-0.5298687768050517,7,60,544,1,10,-0.666960026654628
S33,W091,unrelated,training,0.0199958773569514,6,58,530,1,13,0.3252119138233306
S33,W092,related,training,0.8827875457824161,5,37,574,1,16,1.3173838543012892
S33,W093,unrelated,training,-0.3951162220036792,6,34,470,1,11,-0.33623604649530847
S33,W094,related,training,-0.2729766410664055,6,115,472,1,14,0.6559358939826502
S33,W095,unrelated,training,-0.8951685051880719,8,79,723,1,9,-0.9976840068139475
S33,W096,related,training,-0.4092407736087192,8,53,861,1,11,-0.33623604649530847
S33,W097,unrelated,training,-0.0617302306989816,5,57,609,1,13,0.3252119138233306
S33,W098,related,training,-0.148276360874164,7,78,415,1,12,-0.005512066335988933
S33,W099,unrelated,training,-0.5593352549066585,6,84,620,1,11,-0.33623604649530847
S33,W100,related,training,0.942231995983134,6,16,547,1,14,0.6559358939826502
S33,W101,unrelated,training,-0.4764940879555429,6,2,760,1,11,-0.33623604649530847
S33,W102,related,training,0.2909020541309749,6,71,478,1,12,-0.005512066335988933
S33,W103,unrelated,training,-0.5886379098238127,8,95,580,1,9,-0.9976840068139475
S33,W104,related,training,-0.1214698405936154,5,11,391,1,11,-0.33623604649530847
S33,W105,unrelated,training,0.9039757269248688,7,26,478,1,16,1.3173838543012892
S33,W106,related,training,0.9500663306709668,5,83,579,0,14,0.6559358939826502
S33,W107,unrelated,training,-0.1048038833831658,7,22,589,1,14,0.6559358939826502
S33,W108,related,training,1.0859079831560388,6,74,375,1,17,1.6481078344606088
S33,W109,unrelated,training,1.4716210444039308,4,112,533,1,16,1.3173838543012892
S33,W110,related,training,-0.6985479929330615,5,96,707,1,12,-0.005512066335988933
S33,W111,unrelated,training,0.0810520811925241,6,20,742,1,12,-0.005512066335988933
S33,W112,related,training,-0.9707136954003068,6,67,616,1,12,-0.005512066335988933
S33,W113,unrelated,training,0.3016402314525866,7,104,441,1,12,-0.005512066335988933
S33,W114,related,training,0.2964810364202688,6,55,508,1,13,0.3252119138233306
S33,W115,unrelated,training,0.9454197977241208,5,18,507,1,14,0.6559358939826502
S33,W116,related,training,0.5722667365127202,5,10,418,1,13,0.3252119138233306
S33,W117,unrelated,training,-0.3562583501967622,6,113,754,1,12,-0.005512066335988933
S33,W118,related,training,0.9249426975480984,4,50,402,1,14,0.6559358939826502
S33,W119,unrelated,training,-0.2589413440745218,7,81,550,1,12,-0.005512066335988933
S33,W120,related,training,-1.6613676983867645,7,109,450,1,7,-1.6591319671325866
S34,W001,related,training,-0.9139392237197596,6,58,391,1,8,-1.328407986973267
S34,W002,unrelated,training,0.1358238092024783,6,87,505,1,15,0.9866598741419697
S34,W003,related,training,0.0968317689390009,5,27,507,1,13,0.3252119138233306
S34,W004,unrelated,training,-1.3047661789528002,8,82,647,1,8,-1.328407986973267
S34,W005,related,training,0.4824205120703297,7,38,596,1,15,0.9866598741419697
S34,W006,unrelated,training,1.5453446713553585,5,21,592,1,18,1.9788318146199282
S34,W007,related,training,-0.6150774716989514,7,64,581,1,8,-1.328407986973267
S34,W008,unrelated,training,0.7371741115453434,5,79,876,1,14,0.6559358939826502
S34,W009,related,training,0.4367971257492582,5,45,338,1,16,1.3173838543012892
S34,W010,unrelated,training,0.5628372917200654,4,7,497,1,15,0.9866598741419697
S34,W011,related,training,0.0928637611052042,5,86,459,1,16,1.3173838543012892
S34,W012,unrelated,training,-1.017174296547943,7,51,828,1,5,-2.3205799274512255
S34,W013,related,training,-0.1757199187168372,5,29,414,1,13,0.3252119138233306
S34,W014,unrelated,training,-0.4670875917863192,7,35,595,1,10,-0.666960026654628
S34,W015,related,training,0.6376366034140181,4,85,624,1,13,0.3252119138233306
S34,W016,unrelated,training,0.4758777000006875,6,36,513,1,15,0.9866598741419697
S34,W017,related,training,-1.1004086247447586,7,4,468,1,10,-0.666960026654628
S34,W018,unrelated,training,-0.0732480440826994,5,39,513,1,11,-0.33623604649530847
S34,W019,related,training,0.8377763169382735,5,98,594,1,17,1.6481078344606088
S34,W020,unrelated,training,-0.10953246691453,6,48,378,1,13,0.3252119138233306
S34,W021,related,training,0.1653741913649934,6,89,510,0,11,-0.33623604649530847
S34,W022,unrelated,training,-1.5613246312784643,7,68,837,1,7,-1.6591319671325866
S34,W023,related,training,1.5516882128257177,4,107,471,1,18,1.9788318146199282
S34,W024,unrelated,training,0.6676736601563552,6,28,708,1,15,0.9866598741419697
S34,W025,related,training,-1.1003524346233824,6,69,554,1,9,-0.9976840068139475
S34,W026,unrelated,training,1.2547311434192785,5,17,602,1,15,0.9866598741419697
S34,W027,related,training,0.2511535240099482,6,26,765,1,11,-0.33623604649530847
S34,W028,unrelated,training,-0.4744448584528069,6,71,614,1,10,-0.666960026654628
S34,W029,related,training,-0.034955592045138,6,72,737,1,11,-0.33623604649530847
S34,W030,unrelated,training,-1.2168271291729122,6,46,518,1,9,-0.9976840068139475
S34,W031,related,training,0.714619446660419,5,30,660,1,14,0.6559358939826502
S34,W032,unrelated,training,-1.3165830605078477,6,117,904,1,10,-0.666960026654628
S34,W033,related,training,-0.21523491523936,7,119,500,0,12,-0.005512066335988933
S34,W034,unrelated,training,-0.8773992307693209,5,31,454,1,10,-0.666960026654628
S34,W035,related,training,-0.5296422482991268,8,1,558,1,11,-0.33623604649530847
S34,W036,unrelated,training,-0.1884520533183292,7,33,439,0,13,0.3252119138233306
S34,W037,related,training,-1.1890454200315383,10,97,502,1,9,-0.9976840068139475
S34,W038,unrelated,training,0.956289262928874,5,70,572,1,16,1.3173838543012892
S34,W039,related,training,-1.409803501846958,9,41,447,1,9,-0.9976840068139475
S34,W040,unrelated,training,0.0326171911239126,7,43,637,1,14,0.6559358939826502
S34,W041,related,training,2.768124509357714,4,113,336,1,19,2.3095557947792478
S34,W042,unrelated,training,-2.051321246725728,8,25,733,1,7,-1.6591319671325866
S34,W043,related,training,-0.4642735130186097,7,40,458,1,12,-0.005512066335988933
S34,W044,unrelated,training,-0.074692481078299,5,112,675,1,11,-0.33623604649530847
S34,W045,related,training,-2.8603180515178988,8,78,589,1,2,-3.312751867929184
S34,W046,unrelated,training,0.2765126725847232,6,74,487,1,13,0.3252119138233306
S34,W047,related,training,0.0194756794538221,6,94,706,1,11,-0.33623604649530847
S34,W048,unrelated,training,0.9901168140194688,6,55,515,1,13,0.3252119138233306
S34,W049,related,training,1.4263582067643383,5,84,552,1,18,1.9788318146199282
S34,W050,unrelated,training,0.2830487228263371,5,81,457,1,16,1.3173838543012892
S34,W051,related,training,0.2912642538060146,5,10,474,1,11,-0.33623604649530847
S34,W052,unrelated,training,0.2221144455622858,6,90,480,1,14,0.6559358939826502
S34,W053,related,training,1.5099166560295276,5,44,495,1,13,0.3252119138233306
S34,W054,unrelated,training,-0.4557117009268119,7,47,583,1,10,-0.666960026654628
S34,W055,related,training,-0.8565905568902926,6,76,660,1,11,-0.33623604649530847
S34,W056,unrelated,training,-1.5572563778362285,6,75,786,1,8,-1.328407986973267
S34,W057,related,training,-0.9059093384605884,8,103,390,1,9,-0.9976840068139475
S34,W058,unrelated,training,-1.6486942190789142,6,50,460,1,9,-0.9976840068139475
S34,W059,related,training,-0.3001634484294758,6,2,464,1,12,-0.005512066335988933
S34,W060,unrelated,training,-0.4724816193194414,5,34,552,1,12,-0.005512066335988933
S34,W061,related,training,1.7395844656453046,5,95,603,1,19,2.3095557947792478
S34,W062,unrelated,training,1.148113333746188,7,110,555,1,15,0.9866598741419697
S34,W063,related,training,0.0350906934612753,6,54,409,1,15,0.9866598741419697
S34,W064,unrelated,training,1.1068512013196057,4,52,503,1,14,0.6559358939826502
S34,W065,related,training,-0.29377833954959,5,63,346,1,11,-0.33623604649530847
S34,W066,unrelated,training,-0.8621267483079921,6,102,581,1,11,-0.33623604649530847
S34,W067,related,training,-0.8004905870752745,5,32,683,1,9,-0.9976840068139475
S34,W068,unrelated,training,-0.6822716459168946,6,5,535,1,11,-0.33623604649530847
S34,W069,related,training,-2.306145484861042,8,57,753,1,6,-1.9898559472919062
S34,W070,unrelated,training,-0.4692453518743268,6,115,630,1,10,-0.666960026654628
S34,W071,related,training,-0.7186668647491127,7,62,544,1,13,0.3252119138233306
S34,W072,unrelated,training,-1.8666945779672184,6,77,760,1,8,-1.328407986973267
S34,W073,related,training,0.891632901440497,6,65,463,1,15,0.9866598741419697
S34,W074,unrelated,training,0.0035851005184451,7,111,495,1,13,0.3252119138233306
S34,W075,related,training,-0.8296935917886239,8,96,571,1,11,-0.33623604649530847
S34,W076,unrelated,training,0.0063453267125901,6,49,441,1,11,-0.33623604649530847
S34,W077,related,training,-1.3756874142011304,6,24,465,1,7,-1.6591319671325866
S34,W078,unrelated,training,-1.493333612226836,10,106,781,1,8,-1.328407986973267
S34,W079,related,training,0.1139469950564595,6,105,516,1,10,-0.666960026654628
S34,W080,unrelated,training,0.4102184004835469,4,100,330,1,14,0.6559358939826502
S34,W081,related,training,1.1191925348290213,6,104,415,1,17,1.6481078344606088
S34,W082,unrelated,training,-0.0322703529262462,6,37,495,0,11,-0.33623604649530847
S34,W083,related,training,0.1654914468887871,7,16,654,1,14,0.6559358939826502
S34,W084,unrelated,training,0.8719147743400757,7,15,522,1,12,-0.005512066335988933
S34,W085,related,training,-0.8790583874314196,7,59,349,1,13,0.3252119138233306
S34,W086,unrelated,training,-0.7905740078936522,7,23,677,1,8,-1.328407986973267
S34,W087,related,training,0.5846936512450975,6,93,355,1,12,-0.005512066335988933
S34,W088,unrelated,training,-0.8247875085796271,5,109,549,1,9,-0.9976840068139475
S34,W089,related,training,-1.4798537261722209,8,73,549,1,10,-0.666960026654628
S34,W090,unrelated,training,-0.5298687768050517,7,116,603,1,10,-0.666960026654628
S34,W091,related,training,0.0199958773569514,6,19,415,1,13,0.3252119138233306
S34,W092,unrelated,training,0.8827875457824161,5,13,658,1,16,1.3173838543012892
S34,W093,related,training,-0.3951162220036792,6,67,434,1,11,-0.33623604649530847
S34,W094,unrelated,training,-0.2729766410664055,6,66,549,1,14,0.6559358939826502
S34,W095,related,training,-0.8951685051880719,8,83,642,0,9,-0.9976840068139475
S34,W096,unrelated,training,-0.4092407736087192,8,60,1005,1,11,-0.33623604649530847
S34,W097,related,training,-0.0617302306989816,5,118,468,1,13,0.3252119138233306
S34,W098,unrelated,training,-0.148276360874164,7,12,569,1,12,-0.005512066335988933
S34,W099,related,training,-0.5593352549066585,6,18,525,1,11,-0.33623604649530847
S34,W100,unrelated,training,0.942231995983134,6,8,564,1,14,0.6559358939826502
S34,W101,related,training,-0.4764940879555429,6,88,626,1,11,-0.33623604649530847
S34,W102,unrelated,training,0.2909020541309749,6,91,441,1,12,-0.005512066335988933
S34,W103,related,training,-0.5886379098238127,8,9,590,1,9,-0.9976840068139475
S34,W104,unrelated,training,-0.1214698405936154,5,99,466,0,11,-0.33623604649530847
S34,W105,related,training,0.9039757269248688,7,3,439,1,16,1.3173838543012892
S34,W106,unrelated,training,0.9500663306709668,5,61,540,1,14,0.6559358939826502
S34,W107,related,training,-0.1048038833831658,7,92,494,1,14,0.6559358939826502
S34,W108,unrelated,training,1.0859079831560388,6,108,468,1,17,1.6481078344606088
S34,W109,related,training,1.4716210444039308,4,120,466,1,16,1.3173838543012892
S34,W110,unrelated,training,-0.6985479929330615,5,20,968,1,12,-0.005512066335988933
S34,W111,related,training,0.0810520811925241,6,42,679,1,12,-0.005512066335988933
S34,W112,unrelated,training,-0.9707136954003068,6,14,524,1,12,-0.005512066335988933
S34,W113,related,training,0.3016402314525866,7,101,459,1,12,-0.005512066335988933
S34,W114,unrelated,training,0.2964810364202688,6,80,769,1,13,0.3252119138233306
S34,W115,related,training,0.9454197977241208,5,6,458,1,14,0.6559358939826502
S34,W116,unrelated,training,0.5722667365127202,5,56,470,1,13,0.3252119138233306
S34,W117,related,training,-0.3562583501967622,6,22,726,1,12,-0.005512066335988933
S34,W118,unrelated,training,0.9249426975480984,4,114,359,1,14,0.6559358939826502
S34,W119,related,training,-0.2589413440745218,7,11,641,1,12,-0.005512066335988933
S34,W120,unrelated,training,-1.6613676983867645,7,53,537,1,7,-1.6591319671325866
S35,W001,unrelated,training,-0.9139392237197596,6,55,722,1,8,-1.328407986973267
S35,W002,related,training,0.1358238092024783,6,21,627,1,15,0.9866598741419697
S35,W003,unrelated,training,0.0968317689390009,5,46,667,1,13,0.3252119138233306
S35,W004,related,training,-1.3047661789528002,8,56,589,1,8,-1.328407986973267
S35,W005,unrelated,training,0.4824205120703297,7,13,761,1,15,0.9866598741419697
S35,W006,related,training,1.5453446713553585,5,88,853,1,18,1.9788318146199282
S35,W007,unrelated,training,-0.6150774716989514,7,104,1125,1,8,-1.328407986973267
S35,W008,related,training,0.7371741115453434,5,3,996,1,14,0.6559358939826502
S35,W009,unrelated,training,0.4367971257492582,5,60,552,1,16,1.3173838543012892
S35,W010,related,training,0.5628372917200654,4,42,466,0,15,0.9866598741419697
S35,W011,unrelated,training,0.0928637611052042,5,116,711,1,16,1.3173838543012892
S35,W012,related,training,-1.017174296547943,7,95,858,1,5,-2.3205799274512255
S35,W013,unrelated,training,-0.1757199187168372,5,115,606,1,13,0.3252119138233306
S35,W014,related,training,-0.4670875917863192,7,75,776,1,10,-0.666960026654628
S35,W015,unrelated,training,0.6376366034140181,4,87,1099,0,13,0.3252119138233306
S35,W016,related,training,0.4758777000006875,6,78,699,1,15,0.9866598741419697
S35,W017,unrelated,training,-1.1004086247447586,7,67,908,1,10,-0.666960026654628
S35,W018,related,training,-0.0732480440826994,5,91,728,1,11,-0.33623604649530847
S35,W019,unrelated,training,0.8377763169382735,5,5,960,1,17,1.6481078344606088
S35,W020,related,training,-0.10953246691453,6,17,494,1,13,0.3252119138233306
S35,W021,unrelated,training,0.1653741913649934,6,29,768,1,11,-0.33623604649530847
S35,W022,related,training,-1.5613246312784643,7,100,965,1,7,-1.6591319671325866
S35,W023,unrelated,training,1.5516882128257177,4,36,618,1,18,1.9788318146199282
S35,W024,related,training,0.6676736601563552,6,20,857,1,15,0.9866598741419697
S35,W025,unrelated,training,-1.1003524346233824,6,89,1021,1,9,-0.9976840068139475
S35,W026,related,training,1.2547311434192785,5,57,769,1,15,0.9866598741419697
S35,W027,unrelated,training,0.2511535240099482,6,24,1154,1,11,-0.33623604649530847
S35,W028,related,training,-0.4744448584528069,6,74,707,1,10,-0.666960026654628
S35,W029,unrelated,training,-0.034955592045138,6,41,944,1,11,-0.33623604649530847
S35,W030,related,training,-1.2168271291729122,6,114,654,1,9,-0.9976840068139475
S35,W031,unrelated,training,0.714619446660419,5,82,1033,1,14,0.6559358939826502
S35,W032,related,training,-1.3165830605078477,6,12,834,1,10,-0.666960026654628
S35,W033,unrelated,training,-0.21523491523936,7,101,626,1,12,-0.005512066335988933
S35,W034,related,training,-0.8773992307693209,5,108,521,1,10,-0.666960026654628
S35,W035,unrelated,training,-0.5296422482991268,8,81,860,1,11,-0.33623604649530847
S35,W036,related,training,-0.1884520533183292,7,28,650,1,13,0.3252119138233306
S35,W037,unrelated,training,-1.1890454200315383,10,54,742,1,9,-0.9976840068139475
S35,W038,related,training,0.956289262928874,5,37,564,1,16,1.3173838543012892
S35,W039,unrelated,training,-1.409803501846958,9,110,716,1,9,-0.9976840068139475
S35,W040,related,training,0.0326171911239126,7,83,757,1,14,0.6559358939826502
S35,W041,unrelated,training,2.768124509357714,4,76,427,1,19,2.3095557947792478
S35,W042,related,training,-2.051321246725728,8,68,877,1,7,-1.6591319671325866
S35,W043,unrelated,training,-0.4642735130186097,7,66,744,1,12,-0.005512066335988933
S35,W044,related,training,-0.074692481078299,5,4,770,1,11,-0.33623604649530847
S35,W045,unrelated,training,-2.8603180515178988,8,63,1019,1,2,-3.312751867929184
S35,W046,related,training,0.2765126725847232,6,96,590,1,13,0.3252119138233306
S35,W047,unrelated,training,0.0194756794538221,6,94,1189,1,11,-0.33623604649530847
S35,W048,related,training,0.9901168140194688,6,27,626,1,13,0.3252119138233306
S35,W049,unrelated,training,1.4263582067643383,5,45,728,1,18,1.9788318146199282
S35,W050,related,training,0.2830487228263371,5,34,529,1,16,1.3173838543012892
S35,W051,unrelated,training,0.2912642538060146,5,11,727,1,11,-0.33623604649530847
S35,W052,related,training,0.2221144455622858,6,71,719,1,14,0.6559358939826502
S35,W053,unrelated,training,1.5099166560295276,5,80,688,1,13,0.3252119138233306
S35,W054,related,training,-0.4557117009268119,7,106,646,1,10,-0.666960026654628
S35,W055,unrelated,training,-0.8565905568902926,6,18,1272,0,11,-0.33623604649530847
S35,W056,related,training,-1.5572563778362285,6,53,759,1,8,-1.328407986973267
S35,W057,unrelated,training,-0.9059093384605884,8,31,989,1,9,-0.9976840068139475
S35,W058,related,training,-1.6486942190789142,6,59,569,1,9,-0.9976840068139475
S35,W059,unrelated,training,-0.3001634484294758,6,47,770,1,12,-0.005512066335988933
S35,W060,related,training,-0.4724816193194414,5,38,746,1,12,-0.005512066335988933
S35,W061,unrelated,training,1.7395844656453046,5,77,747,1,19,2.3095557947792478
S35,W062,related,training,1.148113333746188,7,118,649,1,15,0.9866598741419697
S35,W063,unrelated,training,0.0350906934612753,6,90,499,1,15,0.9866598741419697
S35,W064,related,training,1.1068512013196057,4,97,662,1,14,0.6559358939826502
S35,W065,unrelated,training,-0.29377833954959,5,111,581,1,11,-0.33623604649530847
S35,W066,related,training,-0.8621267483079921,6,32,552,1,11,-0.33623604649530847
S35,W067,unrelated,training,-0.8004905870752745,5,7,841,1,9,-0.9976840068139475
S35,W068,related,training,-0.6822716459168946,6,113,653,1,11,-0.33623604649530847
S35,W069,unrelated,training,-2.306145484861042,8,93,1163,1,6,-1.9898559472919062
S35,W070,related,training,-0.4692453518743268,6,22,698,1,10,-0.666960026654628
S35,W071,unrelated,training,-0.7186668647491127,7,120,599,1,13,0.3252119138233306
S35,W072,related,training,-1.8666945779672184,6,40,981,1,8,-1.328407986973267
S35,W073,unrelated,training,0.891632901440497,6,44,737,1,15,0.9866598741419697
S35,W074,related,training,0.0035851005184451,7,58,586,1,13,0.3252119138233306
S35,W075,unrelated,training,-0.8296935917886239,8,109,798,1,11,-0.33623604649530847
S35,W076,related,training,0.0063453267125901,6,103,769,1,11,-0.33623604649530847
S35,W077,unrelated,training,-1.3756874142011304,6,15,807,1,7,-1.6591319671325866
S35,W078,related,training,-1.493333612226836,10,19,910,1,8,-1.328407986973267
S35,W079,unrelated,training,0.1139469950564595,6,112,775,1,10,-0.666960026654628
S35,W080,related,training,0.4102184004835469,4,102,422,1,14,0.6559358939826502
S35,W081,unrelated,training,1.1191925348290213,6,92,655,1,17,1.6481078344606088
S35,W082,related,training,-0.0322703529262462,6,16,594,1,11,-0.33623604649530847
S35,W083,unrelated,training,0.1654914468887871,7,86,1091,1,14,0.6559358939826502
S35,W084,related,training,0.8719147743400757,7,51,826,1,12,-0.005512066335988933
S35,W085,unrelated,training,-0.8790583874314196,7,61,606,1,13,0.3252119138233306
S35,W086,related,training,-0.7905740078936522,7,26,626,1,8,-1.328407986973267
S35,W087,unrelated,training,0.5846936512450975,6,65,457,1,12,-0.005512066335988933
S35,W088,related,training,-0.8247875085796271,5,64,702,1,9,-0.9976840068139475
S35,W089,unrelated,training,-1.4798537261722209,8,35,805,1,10,-0.666960026654628
S35,W090,related,training,-0.5298687768050517,7,72,576,1,10,-0.666960026654628
S35,W091,unrelated,training,0.0199958773569514,6,6,715,1,13,0.3252119138233306
S35,W092,related,training,0.8827875457824161,5,69,606,1,16,1.3173838543012892
S35,W093,unrelated,training,-0.3951162220036792,6,14,666,1,11,-0.33623604649530847
S35,W094,related,training,-0.2729766410664055,6,70,668,1,14,0.6559358939826502
S35,W095,unrelated,training,-0.8951685051880719,8,49,1102,1,9,-0.9976840068139475
S35,W096,related,training,-0.4092407736087192,8,62,1074,1,11,-0.33623604649530847
S35,W097,unrelated,training,-0.0617302306989816,5,105,739,1,13,0.3252119138233306
S35,W098,related,training,-0.148276360874164,7,25,639,1,12,-0.005512066335988933
S35,W099,unrelated,training,-0.5593352549066585,6,10,823,1,11,-0.33623604649530847
S35,W100,related,training,0.942231995983134,6,52,732,1,14,0.6559358939826502
S35,W101,unrelated,training,-0.4764940879555429,6,9,786,1,11,-0.33623604649530847
S35,W102,related,training,0.2909020541309749,6,39,582,1,12,-0.005512066335988933
S35,W103,unrelated,training,-0.5886379098238127,8,79,876,1,9,-0.9976840068139475
S35,W104,related,training,-0.1214698405936154,5,99,644,1,11,-0.33623604649530847
S35,W105,unrelated,training,0.9039757269248688,7,1,677,1,16,1.3173838543012892
S35,W106,related,training,0.9500663306709668,5,85,791,1,14,0.6559358939826502
S35,W107,unrelated,training,-0.1048038833831658,7,8,745,1,14,0.6559358939826502
S35,W108,related,training,1.0859079831560388,6,30,558,1,17,1.6481078344606088
S35,W109,unrelated,training,1.4716210444039308,4,50,660,1,16,1.3173838543012892
S35,W110,related,training,-0.6985479929330615,5,33,979,1,12,-0.005512066335988933
S35,W111,unrelated,training,0.0810520811925241,6,23,1446,1,12,-0.005512066335988933
S35,W112,related,training,-0.9707136954003068,6,48,822,1,12,-0.005512066335988933
S35,W113,unrelated,training,0.3016402314525866,7,119,511,1,12,-0.005512066335988933
S35,W114,related,training,0.2964810364202688,6,73,703,1,13,0.3252119138233306
S35,W115,unrelated,training,0.9454197977241208,5,2,694,1,14,0.6559358939826502
S35,W116,related,training,0.5722667365127202,5,107,726,1,13,0.3252119138233306
S35,W117,unrelated,training,-0.3562583501967622,6,117,1016,1,12,-0.005512066335988933
